"run","id","auc","pauc"
1,"00",0.558951743714517,0.0059154501216545
1,"02",0.662812405901837,0.0272508280638362
1,"04",0.577283053157656,0.0148568832348932
1,"06",0.666035611952517,0.0180106426524765
2,"00",0.493790551500406,0.00234691808596918
2,"02",0.596103479608744,0.0252712598214763
2,"04",0.614465426042152,0.0171732397840327
2,"06",0.624806201550388,0.0176496124031008
3,"00",0.554285187404915,0.00428979761191277
3,"02",0.64683769513315,0.0246154729109274
3,"04",0.578456717587152,0.0156156156156156
3,"06",0.665223282667609,0.0233297985153764
4,"00",0.602933473022525,0.00781037192247249
4,"02",0.636019113527764,0.0365848300104355
4,"04",0.624294918063464,0.0161039377656588
4,"06",0.595153763984933,0.00782594029347276
5,"00",0.555552620456467,0.00572960693153001
5,"02",0.632104287116832,0.0244982000654522
5,"04",0.519616514965618,0.0116329500385197
5,"06",0.637944132772324,0.0135109864422627
6,"00",0.5419930722089,0.00519584332533973
6,"02",0.634077575895654,0.0377997379962408
6,"04",0.609745499689634,0.0162631905648665
6,"06",0.578408873589596,0.0127972206285459
7,"00",0.581226569258868,0.00557771796597136
7,"02",0.670097508125677,0.0356392199349946
7,"04",0.561875814155449,0.0129907282061761
7,"06",0.640880503144654,0.0204851752021563
8,"00",0.60825245086085,0.00583085402136272
8,"02",0.61487414187643,0.0268954996186117
8,"04",0.600757776015508,0.00992157899374394
8,"06",0.59462055715658,0.00973760048536326
9,"00",0.502095043433827,0.0034108329075115
9,"02",0.671230347156273,0.0293025218951145
9,"04",0.626622125144546,0.0121418476166003
9,"06",0.595539619570746,0.0150289899298138
10,"00",0.490733063454129,0.00583817002389894
10,"02",0.651035285469248,0.0286694437637834
10,"04",0.617672203224231,0.0120297997068881
10,"06",0.71047619047619,0.0166563706563707
11,"00",0.631430822920185,0.00840932117527862
11,"02",0.648707424650821,0.0280139671649106
11,"04",0.631271258503401,0.0135894982993197
11,"06",0.618647285350111,0.0112382708683625
12,"00",0.580584801157627,0.00822813232872611
12,"02",0.656426697755756,0.038635966190615
12,"04",0.577856116986552,0.0164904034469252
12,"06",0.599301501251043,0.013414824854045
13,"00",0.588408595761537,0.00503317488611607
13,"02",0.631745502998001,0.0234210526315789
13,"04",0.66145251396648,0.0108938547486033
13,"06",0.584206678040458,0.0185169388252498
14,"00",0.55327094186529,0.00461481720529252
14,"02",0.591610605461021,0.0237661823732263
14,"04",0.605746344780687,0.0147512184064377
14,"06",0.645522590443131,0.0168194391712318
15,"00",0.503275570583263,0.00561337700760778
15,"02",0.603449265381084,0.0234102387511478
15,"04",0.646332068365338,0.0143378891203241
15,"06",0.538912855910267,0.0120074777106701
16,"00",0.554101085657888,0.00894758713833048
16,"02",0.62395003818043,0.0210319624740918
16,"04",0.523952183745998,0.00819749170264633
16,"06",0.629015721120984,0.0223444976076555
17,"00",0.580352644836272,0.005518662697504
17,"02",0.589414368052697,0.0269812680115274
17,"04",0.563977887760123,0.00902723510173367
17,"06",0.634873487348735,0.014026402640264
18,"00",0.544911306639063,0.0057921234649226
18,"02",0.655092091007584,0.0313271939328277
18,"04",0.540734487125369,0.0110932883073027
18,"06",0.598186998186998,0.0140896140896141
19,"00",0.593986245915232,0.00759401063259035
19,"02",0.605813374633553,0.0264616405774656
19,"04",0.500390671955764,0.00729053972833273
19,"06",0.594825921873995,0.017369200077225
20,"00",0.471845794392523,0.00265420560747663
20,"02",0.628681383291464,0.0237746539098829
20,"04",0.620808723307588,0.0153869453278813
20,"06",0.654745208041141,0.0162429873772791
21,"00",0.541053027807839,0.0048322589752035
21,"02",0.548643471057264,0.0224189706948328
21,"04",0.640799636528851,0.0204391943056187
21,"06",0.625546739904384,0.0172718950259383
22,"00",0.548065529854206,0.00653753026634383
22,"02",0.671177587844255,0.0280415743378706
22,"04",0.633509875317224,0.0152377799845526
22,"06",0.639308798999166,0.0139543369474562
23,"00",0.624449182658138,0.00620705993840322
23,"02",0.636895516205861,0.0207776742259501
23,"04",0.461834355090756,0.00494650799374925
23,"06",0.621578527770396,0.0128195588626096
24,"00",0.551345235101836,0.00564998742770932
24,"02",0.611122988935806,0.0265487198674435
24,"04",0.564802035127601,0.0133880003247544
24,"06",0.647382029734971,0.0160094807153631
25,"00",0.555444964871194,0.00403981264637002
25,"02",0.695074322354999,0.0267269017779073
25,"04",0.59006399646916,0.0136985545625069
25,"06",0.584682658670665,0.0152173913043478
26,"00",0.597400109469075,0.00581007115489874
26,"02",0.632925472747497,0.0258775182301322
26,"04",0.619021656822656,0.0144146600030289
26,"06",0.682520942261202,0.0274863664474054
27,"00",0.461704187847979,0.00531106269668361
27,"02",0.702960779287362,0.0406017687772366
27,"04",0.562725510660504,0.0106008647681527
27,"06",0.641535953224265,0.0159104964299769
28,"00",0.595181807947765,0.00719914443318698
28,"02",0.59089823220258,0.0348154562828476
28,"04",0.634625930278104,0.0131871001436219
28,"06",0.610037388553351,0.0131578947368421
29,"00",0.587417456538341,0.00755132294146713
29,"02",0.612703141928494,0.0211213434452871
