run,id,auc,pauc
1,00,0.6334643734643735,0.06388206388206388
1,02,0.7377354739301158,0.19195785078781252
1,04,0.5689423630334092,0.1130265574040069
1,06,0.8340402969247084,0.27035466006833986
2,00,0.5452171458147085,0.049498894273749594
2,02,0.7926327193932827,0.2580715059588299
2,04,0.6025686553030304,0.059422348484848495
2,06,0.8559680968096809,0.31094609460946093
3,00,0.5937612693833393,0.05460821183864819
3,02,0.754872371988337,0.2580183129571845
3,04,0.6030484178898938,0.09085787612281307
3,06,0.8010249307479225,0.18781163434903042
4,00,0.5548535463568144,0.05301379811183733
4,02,0.7320145903479236,0.24012345679012345
4,04,0.6418844650708354,0.10032975085490964
4,06,0.8287007110536523,0.25269338504632627
5,00,0.5638156141753264,0.021582733812949638
5,02,0.7695943075615972,0.2070146559048428
5,04,0.5918860297742286,0.06053435867100465
5,06,0.8703703703703703,0.3195887105235547
6,00,0.5891173095154932,0.0421136669826855
6,02,0.7531075758350811,0.20668576397769706
6,04,0.5969395247745763,0.1472963844097865
6,06,0.844807153630683,0.31873518638224524
7,00,0.6089664058026341,0.06213017751479291
7,02,0.764561190403887,0.2477983601579107
7,04,0.5890860295213957,0.14730878186968838
7,06,0.8308439363206098,0.2542258282623394
8,00,0.5081719889363843,0.025546894644204177
8,02,0.717714528462192,0.18248194562446904
8,04,0.5905471895035038,0.09065155807365438
8,06,0.8436769518466574,0.32374941561477333
9,00,0.578926743810797,0.06110829376238993
9,02,0.754858751062022,0.21867034834324556
9,04,0.5774052984735477,0.15237789718501885
9,06,0.7752067520108757,0.21927042030134813
10,00,0.554463163188333,0.04382700528036209
10,02,0.7795539413780757,0.276305693385851
10,04,0.5910130718954248,0.1556644880174292
10,06,0.794273594909862,0.17709437963944855
11,00,0.5637151310228233,0.0665416314454776
11,02,0.7464828843196446,0.21008714472859827
11,04,0.5714612768184197,0.05324437467294612
11,06,0.8730191826522101,0.44703919933277725
12,00,0.5424759157178919,0.019009839781567155
12,02,0.7335349652326304,0.16835321386172197
12,04,0.5732349560242735,0.06661854733071351
12,06,0.8480774063835134,0.35260115606936415
13,00,0.5480234792997767,0.036387720118435406
13,02,0.7800963565191207,0.21469436916591386
13,04,0.6336688521562471,0.14156431803490627
13,06,0.8482876712328767,0.3458904109589041
14,00,0.6025579536370903,0.05488942179589663
14,02,0.7234228971962617,0.2183517417162277
14,04,0.550780006367399,0.08112645075395791
14,06,0.8650970319634703,0.4562214611872147
15,00,0.5762162162162162,0.08034398034398034
15,02,0.7433221099887767,0.16475869809203142
15,04,0.5403349905303031,0.125
15,06,0.8266666666666667,0.2616434108527132
16,00,0.5225127087872186,0.030839990317114502
16,02,0.7445836873406967,0.19004885301614274
16,04,0.5310820713238886,0.08610161211529067
16,06,0.8750453062703878,0.3743506101244412
17,00,0.5297711843097812,0.09016846869499623
17,02,0.8024212945641135,0.27746004596718155
17,04,0.6339080459770116,0.0807471264367816
17,06,0.8685816116950585,0.3275039265434336
18,00,0.5209554936076132,0.009612611746611556
18,02,0.8031979030144167,0.2736304062909567
18,04,0.6260623991393223,0.10381925766541153
18,06,0.8383204889715652,0.3595535477013021
19,00,0.6416469661150512,0.14488348530901723
19,02,0.6938271604938272,0.2064534231200898
19,04,0.5636871508379888,0.09776536312849161
19,06,0.8262330528284245,0.24886044880785416
20,00,0.5535778682190511,0.034877131523363046
20,02,0.7997163739500384,0.2734809643285699
20,04,0.6179581207482994,0.10762117346938778
20,06,0.7427672955974843,0.21413596885295
21,00,0.5710656864503019,0.05815551969398124
21,02,0.7592081271164366,0.2339150820526179
21,04,0.5587265205724508,0.08480545617173522
21,06,0.8434703473380859,0.27675817786541285
22,00,0.5758360573296455,0.11025898918783003
22,02,0.7383693670226622,0.17869236780411565
22,04,0.6078703703703704,0.11045751633986929
22,06,0.8355495657382449,0.27073974243785565
23,00,0.5502958579881657,0.06809505630845582
23,02,0.7195437148963666,0.09225110591977734
23,04,0.5462068965517242,0.09856321839080459
23,06,0.850597927185756,0.22296040393303218
24,00,0.5489469862018881,0.042556281771968046
24,02,0.7520733783709562,0.14620750260888668
24,04,0.6635290851034292,0.1457725947521866
24,06,0.8747961994715241,0.3736998931804127
25,00,0.5926916221033869,0.03228362051891464
25,02,0.7720742534301857,0.15846112456281947
25,04,0.5322277213394692,0.05365980724146913
25,06,0.8202145214521452,0.36762926292629267
26,00,0.5766846102085936,0.10513794097856387
26,02,0.6513087229351574,0.10531969020295098
26,04,0.5660342261904763,0.07658375850340136
26,06,0.8591283550358757,0.36545309593409514
27,00,0.5374170912236854,0.040949726040565224
27,02,0.7061295106277805,0.1902015708244082
27,04,0.6170615534929165,0.17024914509037614
27,06,0.8626426940639269,0.41849315068493154
28,00,0.5837616822429907,0.09268691588785047
28,02,0.7275760021522732,0.08837772397094432
28,04,0.6002604166666666,0.1025686553030303
28,06,0.8451246537396122,0.3822714681440443
29,00,0.5177370362334563,0.02945324365372098
29,02,0.74469282316231,0.23719883369993353
29,04,0.5292389931565189,0.09398772285370224
29,06,0.8462873569452731,0.27545153766881814
30,00,0.5434782608695652,0.02207187222715173
30,02,0.7194842406876791,0.16488668924199013
30,04,0.5462783171521036,0.12354017166174192
30,06,0.8086486486486486,0.3014414414414414
31,00,0.597986259180289,0.05152807391613363
31,02,0.7263689789641347,0.16015818091942657
31,04,0.48324309315562963,0.11911703456892961
31,06,0.872168541105655,0.3654364010771425
32,00,0.5426635514018692,0.03761682242990654
32,02,0.7484679665738162,0.1796657381615599
32,04,0.6082836264105146,0.17587213055491
32,06,0.847032659029978,0.35102364123811847
33,00,0.6047961630695443,0.10391686650679455
33,02,0.7725483283389153,0.2344732357952876
33,04,0.5171909944833756,0.054122558520948265
33,06,0.8396675900277009,0.31966759002770084
34,00,0.618625099920064,0.08553157474020782
34,02,0.711340206185567,0.2222190579256137
34,04,0.5566872510492689,0.09554361483144866
34,06,0.8657023595570758,0.3385703519044582
35,00,0.49738037024100595,0.02524824110573325
35,02,0.7963150979455328,0.2134794553272814
35,04,0.5458630716362676,0.09815842805533527
35,06,0.8107732061220433,0.24274498111707418
36,00,0.5563551401869159,0.035934579439252344
36,02,0.7387766554433222,0.2052749719416386
36,04,0.6655747126436782,0.1209770114942529
36,06,0.8032489016651299,0.38091880457775124
37,00,0.5745788282625094,0.03776716117676641
37,02,0.7611602753195673,0.2028023598820059
37,04,0.617363708489176,0.09792587555253314
37,06,0.8679745493107104,0.49587604571697896
38,00,0.5671399129837418,0.038241355621708266
38,02,0.7192036836403033,0.19761646803900323
38,04,0.617587452638999,0.08191617469967986
38,06,0.848872139385002,0.3355726691790923
39,00,0.5810856947763741,0.1106179583475589
39,02,0.7954832415059688,0.2482208448117539
39,04,0.5718809185606061,0.09309895833333334
39,06,0.786335628851033,0.2880572671257702
40,00,0.5534584086799277,0.05090415913200724
40,02,0.7481894150417827,0.1479108635097493
40,04,0.5986282947821409,0.10758472296933837
40,06,0.8778543146932798,0.3754135705375061
41,00,0.5693578470556888,0.03170796695976552
41,02,0.70185608949911,0.08375286041189932
41,04,0.5167495265151515,0.09215198863636365
41,06,0.8571221520088121,0.3523102788567454
42,00,0.5512216139497161,0.04323803730738038
42,02,0.7154739827642631,0.1821206501581761
42,04,0.5832197485991216,0.11058609722853249
42,06,0.8919667590027701,0.4764542936288089
43,00,0.505035100459937,0.049431130476882114
43,02,0.6755349913244649,0.23380566801619435
43,04,0.540539734605636,0.10824511704189653
43,06,0.850435421256951,0.2738432483474977
44,00,0.5960834999756134,0.042359654684680295
44,02,0.761656031288596,0.21521202140798684
44,04,0.6034011807207683,0.06646694275560255
44,06,0.8106735159817352,0.2452054794520548
45,00,0.5524186256781193,0.04014466546112116
45,02,0.746248065145703,0.21455010431388385
45,04,0.5663963367538343,0.03586009047776675
45,06,0.8609399540896461,0.2863054246707744
46,00,0.5690978411566647,0.1181422063775005
46,02,0.7364033809385019,0.1088895365782571
46,04,0.5784602302459446,0.09850863422291994
46,06,0.8769962363950768,0.34709083511341676
47,00,0.49908607064136334,0.025267458738777487
47,02,0.7633844498251279,0.2106537530266344
47,04,0.5608045977011494,0.07873563218390806
47,06,0.801367461430575,0.35209209911173445
48,00,0.5500224539693628,0.06082530811835737
48,02,0.7669303015323777,0.18624704783874338
48,04,0.6311018339048756,0.12151483524675712
48,06,0.854528588294822,0.28312812728397146
49,00,0.5925430778371955,0.07786195286195287
49,02,0.73048004626952,0.11509543088490458
49,04,0.5554397846661456,0.07713235506931783
49,06,0.8862258431223948,0.41954022988505746
50,00,0.533250900489221,0.019864523412719746
50,02,0.7116249928803327,0.14324770746710716
50,04,0.5432143286452699,0.08684938093520857
50,06,0.8445390842092545,0.3845596230518304
51,00,0.5770569620253164,0.06853526220614828
51,02,0.7212962962962962,0.17968574635241305
51,04,0.6319651329581817,0.12330354187355182
51,06,0.8144329896907216,0.26362297496318116
52,00,0.48418003565062384,0.05533273915626857
52,02,0.7521433707616573,0.20222357431273855
52,04,0.5605177993527508,0.06950893485296188
52,06,0.7943344334433443,0.24790979097909796
53,00,0.6107309407948094,0.08166058394160586
53,02,0.7922914784703402,0.3200843119542307
53,04,0.6316589278176445,0.13555649359786126
53,06,0.8537590373628596,0.27059001971788266
54,00,0.49965361044497736,0.03543831601385558
54,02,0.7286400404448937,0.15546006066734075
54,04,0.4440485652424152,0.038068353112067306
54,06,0.8361218836565096,0.30664819944598337
55,00,0.578943488943489,0.06191646191646192
55,02,0.7336132177681474,0.1536836403033586
55,04,0.5448257080610021,0.09553376906318083
55,06,0.8060496204826102,0.20459952418715308
56,00,0.5589640432486799,0.03510183555443802
56,02,0.7306616961789375,0.2704255980118049
56,04,0.5589486197331924,0.07692510896843217
56,06,0.7813907081457225,0.09916086778550964
57,00,0.6355421686746988,0.08004190675746464
57,02,0.7443609022556391,0.13946520436429422
57,04,0.5931243374223837,0.1403907314856883
57,06,0.8334655035685963,0.33213436048487593
58,00,0.58605690666154,0.05130731519753918
58,02,0.7607694549693966,0.13867677062081024
58,04,0.5729932817524755,0.06928391759798772
58,06,0.8032534246575342,0.2636415525114155
59,00,0.5831319592513623,0.059346126510305616
59,02,0.7033147632311978,0.2590529247910864
59,04,0.5480365377272594,0.12694216817928158
59,06,0.8443894389438944,0.24697469746974696
60,00,0.6117708617708617,0.03310128310128311
60,02,0.7132990249187432,0.13981581798483209
60,04,0.5643690292549592,0.09764282428080433
60,06,0.8545524059205855,0.32612376426893885
61,00,0.5439935717155484,0.031337886701486545
61,02,0.7306684141546528,0.13753604193971167
61,04,0.5748979591836735,0.06169096209912538
61,06,0.8567113688534492,0.45777455599855027
62,00,0.5126441881100265,0.07187222715173026
62,02,0.755465268676278,0.18159895150720837
62,04,0.6129601411500522,0.13021626968214503
62,06,0.8457589163799224,0.27642143208258235
63,00,0.5712578647027264,0.1384431546602936
63,02,0.7490803666063969,0.11970821123511444
63,04,0.5750898818695429,0.10801232665639444
63,06,0.8534573643410853,0.39615503875968994
64,00,0.5446639648767309,0.03968253968253968
64,02,0.7236890468022543,0.21195785346728743
64,04,0.5968624184367626,0.08829654310703873
64,06,0.8368218817938218,0.4289397846200516
65,00,0.5780198499152748,0.08041636407649481
65,02,0.7969587473652514,0.24480578139114723
65,04,0.6137304274840091,0.16523400191021964
65,06,0.8595499481129498,0.2521164454639795
66,00,0.6023960216998191,0.11632007233273056
66,02,0.7335127149941965,0.13886250923287963
66,04,0.5906082571698708,0.07264418531358335
66,06,0.8412323607128802,0.39174678135717095
67,00,0.5540701128936423,0.06080411962764904
67,02,0.6671128324884661,0.1864213703935752
67,04,0.5325207005879274,0.10364145658263306
67,06,0.8232071424430403,0.23276711693431504
68,00,0.5196394818127335,0.023973076391129965
