"run","id","auc","pauc"
1,"00",0.554212287104623,0.00663523925385239
1,"02",0.533393556157784,0.0151159289370671
1,"04",0.563713463577162,0.0139330607299712
1,"06",0.56667007777323,0.00443102742529676
2,"00",0.523494525547445,0.00638179237631792
2,"02",0.65976268106259,0.0147736383558715
2,"04",0.557239564776496,0.00792885137172143
2,"06",0.505488372093023,0.00192868217054263
3,"00",0.517887603153382,0.0058226914388456
3,"02",0.612258953168044,0.0170798898071625
3,"04",0.607337772555164,0.00675022848935891
3,"06",0.593731589489808,0.00880758807588075
4,"00",0.511000523834468,0.0079413305395495
4,"02",0.583044982698962,0.0126379963750206
4,"04",0.63472077418665,0.0172561285320929
4,"06",0.50244560634171,0.00294034969359645
5,"00",0.535476542688081,0.00380124683009298
5,"02",0.565452165375805,0.0126922657357914
5,"04",0.585841869489543,0.0123947841470026
5,"06",0.595167134174848,0.00508415147265076
6,"00",0.511111111111111,0.00820676791899813
6,"02",0.626673121831748,0.00961155094833969
6,"04",0.528150217256362,0.00810055865921788
6,"06",0.522152100465353,0.00313316759099891
7,"00",0.51807171008363,0.00759876958569643
7,"02",0.660644637053088,0.0158667388949079
7,"04",0.563561594850706,0.00685295394753646
7,"06",0.548427672955975,0.00793650793650794
8,"00",0.506706335658196,0.00614300346290786
8,"02",0.641189931350114,0.0107805746249682
8,"04",0.574999265720915,0.0137926983287808
8,"06",0.488042873754993,0.0025431012690227
9,"00",0.546550843127236,0.00614460909555441
9,"02",0.566028278991242,0.00560303893637227
9,"04",0.584896569446229,0.00870486958756263
9,"06",0.543790051876716,0.00696266910792391
10,"00",0.494488611422719,0.00799151343705799
10,"02",0.575594217103651,0.0127235971575594
10,"04",0.627961651196874,0.0162677088422081
10,"06",0.505791505791506,0.00277992277992278
11,"00",0.552347180006755,0.00938872002701789
11,"02",0.63406640529282,0.0116025483950012
11,"04",0.575919430272109,0.0145673894557823
11,"06",0.526739708195476,0.00409502630579812
12,"00",0.501197545032683,0.00649668180230527
12,"02",0.658816671524337,0.0126843485864179
